{Aṣṭādhyāyī, 1, 1}
vṛddhir ādaic | [Aṣṭādhyāyī, 1, 1 1.1]
āṅa udgamane | [Aṣṭādhyāyī, 1, 3 40]
veḥ pādaviharaṇe | [Aṣṭādhyāyī, 1, 3 41]
propābhyāṃ samarthābhyām | [Aṣṭādhyāyī, 1, 3 42]
anupasargād vā | [Aṣṭādhyāyī, 1, 3 43]
apahnave jñaḥ | [Aṣṭādhyāyī, 1, 3 44]
akarmakāc ca | [Aṣṭādhyāyī, 1, 3 45]
saṃpratibhyām anādhyāne | [Aṣṭādhyāyī, 1, 3 46]
bhāsanopasambhāṣājñānayatnavimatyupamantraṇeṣu vadaḥ | [Aṣṭādhyāyī, 1, 3 47]
vyaktavācāṃ samuccāraṇe | [Aṣṭādhyāyī, 1, 3 48]
anor akarmakāt | [Aṣṭādhyāyī, 1, 3 49]
vibhāṣā vipralāpe | [Aṣṭādhyāyī, 1, 3 50]
avād graḥ | [Aṣṭādhyāyī, 1, 3 51]
samaḥ pratijñāne | [Aṣṭādhyāyī, 1, 3 52]
udaś caraḥ sakarmakāt | [Aṣṭādhyāyī, 1, 3 53]
samas tṛtīyāyuktāt | [Aṣṭādhyāyī, 1, 3 54]
dāṇaś ca sā cec caturthyarthe | [Aṣṭādhyāyī, 1, 3 55]
upād yamaḥ svakaraṇe | [Aṣṭādhyāyī, 1, 3 56]
jñāśrusmṛdṛśāṃ sanaḥ | [Aṣṭādhyāyī, 1, 3 57]
na anor jñaḥ | [Aṣṭādhyāyī, 1, 3 58]
pratyāṅbhyāṃ śruvaḥ | [Aṣṭādhyāyī, 1, 3 59]
śadeḥ śitaḥ | [Aṣṭādhyāyī, 1, 3 60]
mriyater luṅliṅoś ca | [Aṣṭādhyāyī, 1, 3 61]
pūrvavat sanaḥ | [Aṣṭādhyāyī, 1, 3 62]
āmpratyayavatkṛño 'nuprayogasya | [Aṣṭādhyāyī, 1, 3 63]
propābhyāṃ yujer ayajñapātreṣu | [Aṣṭādhyāyī, 1, 3 64]
samaḥ kṣṇuvaḥ | [Aṣṭādhyāyī, 1, 3 65]
bhujo 'navane | [Aṣṭādhyāyī, 1, 3 66]
ṇer aṇau yat karma ṇau cet sa kartānādhyāne | [Aṣṭādhyāyī, 1, 3 67]
bhīsmyor hetubhaye | [Aṣṭādhyāyī, 1, 3 68]
gṛdhivañcyoḥ pralambhane | [Aṣṭādhyāyī, 1, 3 69]
liyaḥ saṃmānanaśālīnīkaraṇayoś ca | [Aṣṭādhyāyī, 1, 3 70]
mithyopapadāt kṛño 'bhyāse | [Aṣṭādhyāyī, 1, 3 71]
svaritañitaḥ kartrabhiprāye kriyāphale | [Aṣṭādhyāyī, 1, 3 72]
apād vadaḥ | [Aṣṭādhyāyī, 1, 3 73]
ṇicaś ca | [Aṣṭādhyāyī, 1, 3 74]
samudāṅbhyo yamo 'granthe | [Aṣṭādhyāyī, 1, 3 75]
anupasargāj jñaḥ | [Aṣṭādhyāyī, 1, 3 76]
vibhāṣopapadena pratīyamāne | [Aṣṭādhyāyī, 1, 3 77]
śeṣāt kartari parasmaipadam | [Aṣṭādhyāyī, 1, 3 78]
anuparābhyāṃ kṛñaḥ | [Aṣṭādhyāyī, 1, 3 79]
abhipratyatibhyaḥ kṣipaḥ | [Aṣṭādhyāyī, 1, 3 80]
prādvahaḥ | [Aṣṭādhyāyī, 1, 3 81]
parer mṛṣaḥ | [Aṣṭādhyāyī, 1, 3 82]
vyāṅparibhyo ramaḥ | [Aṣṭādhyāyī, 1, 3 83]
upāc ca | [Aṣṭādhyāyī, 1, 3 84]
vibhāṣākarmakāt | [Aṣṭādhyāyī, 1, 3 85]
budhayudhanaśajaneṅprudrusrubhyo ṇeḥ | [Aṣṭādhyāyī, 1, 3 86]
nigaraṇacalanārthebhyaś ca | [Aṣṭādhyāyī, 1, 3 87]
aṇāv akarmakāc cittavatkartṛkāt | [Aṣṭādhyāyī, 1, 3 88]
na pādamyāṅyamāṅyasaparimuharucinṛtivadavasaḥ | [Aṣṭādhyāyī, 1, 3 89]
vā kyaṣaḥ | [Aṣṭādhyāyī, 1, 3 90]
dyudbhyo luṅi | [Aṣṭādhyāyī, 1, 3 91]
vṛdbhyaḥ syasanoḥ | [Aṣṭādhyāyī, 1, 3 92]
luṭi ca kﾲpaḥ | [Aṣṭādhyāyī, 1, 3 93]
{Aṣṭādhyāyī, 1, 4}
ā kaḍārād ekā sañjñā | [Aṣṭādhyāyī, 1, 4 1]
vipratiṣedhe paraṃ kāryam | [Aṣṭādhyāyī, 1, 4 2]
yū stryākhyau nadī | [Aṣṭādhyāyī, 1, 4 3]
neyaṅuvaṅsthānāv astrī | [Aṣṭādhyāyī, 1, 4 4]
vāmi | [Aṣṭādhyāyī, 1, 4 5]
ṅiti hrasvaś ca | [Aṣṭādhyāyī, 1, 4 6]
śeṣo ghyasakhi | [Aṣṭādhyāyī, 1, 4 7]
patiḥ samāsa eva | [Aṣṭādhyāyī, 1, 4 8]
ṣaṣṭhīyuktaś chandasi vā | [Aṣṭādhyāyī, 1, 4 9]
hrasvaṃ laghu | [Aṣṭādhyāyī, 1, 4 10]
saṃyoge guru | [Aṣṭādhyāyī, 1, 4 11]
dīrghaṃ ca | [Aṣṭādhyāyī, 1, 4 12]
yasmāt pratyayavidhis tadādi pratyaye 'ṅgam | [Aṣṭādhyāyī, 1, 4 13]
suptiṅantaṃ padam | [Aṣṭādhyāyī, 1, 4 14]
naḥ kye | [Aṣṭādhyāyī, 1, 4 15]
siti ca | [Aṣṭādhyāyī, 1, 4 16]
svādiṣv asarvanāmasthāne | [Aṣṭādhyāyī, 1, 4 17]
yaci bham | [Aṣṭādhyāyī, 1, 4 18]
tasau matvarthe | [Aṣṭādhyāyī, 1, 4 19]
ayasmayādīni chandasi | [Aṣṭādhyāyī, 1, 4 20]
bahuṣu bahuvacanam | [Aṣṭādhyāyī, 1, 4 21]
dvyekayor dvivacanaikavacane | [Aṣṭādhyāyī, 1, 4 22]
kārake | [Aṣṭādhyāyī, 1, 4 23]
dhruvam apāye 'pādānam | [Aṣṭādhyāyī, 1, 4 24]
bhītrārthānāṃ bhayahetuḥ | [Aṣṭādhyāyī, 1, 4 25]
parājer asoḍhaḥ | [Aṣṭādhyāyī, 1, 4 26]
vāraṇārthānām īpsitaḥ | [Aṣṭādhyāyī, 1, 4 27]
antardhau yena adarśanam icchati | [Aṣṭādhyāyī, 1, 4 28]
ākhyātopayoge | [Aṣṭādhyāyī, 1, 4 29]
janikartuḥ prakṛtiḥ | [Aṣṭādhyāyī, 1, 4 30]
bhuvaḥ prabhavaḥ | [Aṣṭādhyāyī, 1, 4 31]
karmaṇā yam abhipraiti sa sampradānam | [Aṣṭādhyāyī, 1, 4 32]
rucyarthānām prīyamāṇaḥ | [Aṣṭādhyāyī, 1, 4 33]
ślāghahnuṅsthāśapāṃ jñīpsyamānaḥ | [Aṣṭādhyāyī, 1, 4 34]
dhārer uttamarṇaḥ | [Aṣṭādhyāyī, 1, 4 35]
spṛher īpsitaḥ | [Aṣṭādhyāyī, 1, 4 36]
krudhadruherṣyāsūyārthānāṃ yaṃ prati kopaḥ | [Aṣṭādhyāyī, 1, 4 37]
krudhadruhor upasṛṣṭayoḥ karma | [Aṣṭādhyāyī, 1, 4 38]
rādhīkṣyor yasya vipraśnaḥ | [Aṣṭādhyāyī, 1, 4 39]
pratyāṅbhyāṃ śruvaḥ pūrvasya kartā | [Aṣṭādhyāyī, 1, 4 40]
anupratigṛṇaś ca | [Aṣṭādhyāyī, 1, 4 41]
sādhakatamaṃ karaṇam | [Aṣṭādhyāyī, 1, 4 42]
divaḥ karma ca | [Aṣṭādhyāyī, 1, 4 43]
parikrayaṇe sampradānam anyatarasyām | [Aṣṭādhyāyī, 1, 4 44]
ādhāro 'dhikaraṇam | [Aṣṭādhyāyī, 1, 4 45]
adhiśīṅsthāsāṃ karma | [Aṣṭādhyāyī, 1, 4 46]
abhiniviśaś ca | [Aṣṭādhyāyī, 1, 4 47]
upānvadhyāṅvasaḥ | [Aṣṭādhyāyī, 1, 4 48]
kartur īpsitatamaṃ karma | [Aṣṭādhyāyī, 1, 4 49]
tathāyuktaṃ ca anīpsitam | [Aṣṭādhyāyī, 1, 4 50]
akathitaṃ ca | [Aṣṭādhyāyī, 1, 4 51]
gatibuddhipratyavasānārthaśabdakarmākarmakāṇām aṇi kartā sa ṇau | [Aṣṭādhyāyī, 1, 4 52]
hṛkror anyatarasyām | [Aṣṭādhyāyī, 1, 4 53]
svatantraḥ kartā | [Aṣṭādhyāyī, 1, 4 54]
tatprayojako hetuś ca | [Aṣṭādhyāyī, 1, 4 55]
prāgrīśvarān nipātāḥ | [Aṣṭādhyāyī, 1, 4 56]
cādayo 'sattve | [Aṣṭādhyāyī, 1, 4 57]
prādayaḥ | [Aṣṭādhyāyī, 1, 4 58]
upasargāḥ kriyāyoge | [Aṣṭādhyāyī, 1, 4 59]
gatiś ca | [Aṣṭādhyāyī, 1, 4 60]
ūryādicviḍācaś ca | [Aṣṭādhyāyī, 1, 4 61]
anukaraṇaṃ ca anitiparam | [Aṣṭādhyāyī, 1, 4 62]
ādarānādarayoḥ sadasatī | [Aṣṭādhyāyī, 1, 4 63]
bhūṣaṇe 'lam | [Aṣṭādhyāyī, 1, 4 64]
antar aparigrahe | [Aṣṭādhyāyī, 1, 4 65]
kaṇemanasī śraddhāpratīghāte | [Aṣṭādhyāyī, 1, 4 66]
puro 'vyayam | [Aṣṭādhyāyī, 1, 4 67]
astaṃ ca | [Aṣṭādhyāyī, 1, 4 68]
accha gatyarthavadeṣu | [Aṣṭādhyāyī, 1, 4 69]
ado 'nupadeśe | [Aṣṭādhyāyī, 1, 4 70]
tiro 'ntardhau | [Aṣṭādhyāyī, 1, 4 71]
vibhāṣā kṛñi | [Aṣṭādhyāyī, 1, 4 72]
sākṣātprabhṛtīni ca | [Aṣṭādhyāyī, 1, 4 74]
anatyādhāna urasimanasī | [Aṣṭādhyāyī, 1, 4 75]
madhye pade nivacane ca | [Aṣṭādhyāyī, 1, 4 76]
nityaṃ haste pāṇāvupayamane | [Aṣṭādhyāyī, 1, 4 77]
prādhvaṃ bandhane | [Aṣṭādhyāyī, 1, 4 78]
jīvikopaniṣadāv aupamye | [Aṣṭādhyāyī, 1, 4 79]
te prāg dhātoḥ | [Aṣṭādhyāyī, 1, 4 80]
chandasi pare 'pi | [Aṣṭādhyāyī, 1, 4 81]
vyavahitāś ca | [Aṣṭādhyāyī, 1, 4 82]
karmapravacanīyāḥ | [Aṣṭādhyāyī, 1, 4 83]
anur lakṣaṇe | [Aṣṭādhyāyī, 1, 4 84]
tṛtīyārthe | [Aṣṭādhyāyī, 1, 4 85]
hīne | [Aṣṭādhyāyī, 1, 4 86]
upo 'dhike ca | [Aṣṭādhyāyī, 1, 4 87]
apaparī varjane | [Aṣṭādhyāyī, 1, 4 88]
āṅ maryādāvacane | [Aṣṭādhyāyī, 1, 4 89]
lakṣaṇetthaṃbhūtākhyānabhāgavīpsāsu pratiparyanavaḥ | [Aṣṭādhyāyī, 1, 4 90]
abhir abhāge | [Aṣṭādhyāyī, 1, 4 91]
pratiḥ pratinidhipratidānayoḥ | [Aṣṭādhyāyī, 1, 4 92]
adhiparī anarthakau | [Aṣṭādhyāyī, 1, 4 93]
suḥ pūjāyām | [Aṣṭādhyāyī, 1, 4 94]
atir atikramaṇe ca | [Aṣṭādhyāyī, 1, 4 95]
apiḥ padārthasambhāvanānvavasargagarhāsamuccayeṣu | [Aṣṭādhyāyī, 1, 4 96]
adhir īśvare | [Aṣṭādhyāyī, 1, 4 97]
vibhāṣā kṛñi | [Aṣṭādhyāyī, 1, 4 98]
laḥ parasmaipadam | [Aṣṭādhyāyī, 1, 4 99]
taṅānāv ātmanepadam | [Aṣṭādhyāyī, 1, 4 100]
tiṅas trīṇi trīṇi prathamamadhyamottamāḥ | [Aṣṭādhyāyī, 1, 4 101]
tāny ekavacanadvivacanabahuvacanāny ekaśaḥ | [Aṣṭādhyāyī, 1, 4 102]
supaḥ | [Aṣṭādhyāyī, 1, 4 103]
vibhaktiś ca | [Aṣṭādhyāyī, 1, 4 104]
yuṣmadyupapade samānādhikaraṇe sthāniny api madhyamaḥ | [Aṣṭādhyāyī, 1, 4 105]
prahāse ca manyopapade manyater uttama ekavac ca | [Aṣṭādhyāyī, 1, 4 106]
asmady uttamaḥ | [Aṣṭādhyāyī, 1, 4 107]
śeṣe prathamaḥ | [Aṣṭādhyāyī, 1, 4 108]
paraḥ saṃnikarṣaḥ saṃhitā | [Aṣṭādhyāyī, 1, 4 109]
virāmo 'vasānam | [Aṣṭādhyāyī, 1, 4 110]
{Aṣṭādhyāyī, 2, 1}
